-0.0010165174	-0.014957103	0.029666152	4.3039494e-05	0.036349647	-0.020325711	0.017455122	-0.016824497	-0.008341926	0.006320935	-0.050192416	-0.019433232	0.0041961567	-0.036985442	0.007887672	-0.0021825
0.040576622	-0.009262745	-0.01998846	0.040442754	-0.06517148	0.015130658	0.06737887	-0.005682344	0.025267474	-0.048728295	0.029268457	-0.0044563804	-0.04021641	-0.048717782	-0.016695943	0.03938798
0.044924155	0.0020321102	0.010956625	-0.023054367	-0.094113894	0.01212787	0.054895952	0.0035167283	-0.04060829	-0.061688572	0.0007519611	0.031216806	-0.07876473	-0.012443842	-0.03590778	0.0077664973
-0.2058503	-0.07823537	0.13164715	0.10721439	0.2338238	0.17405516	0.020333635	0.0081392685	-0.15437384	0.13523309	0.1619031	0.021679273	0.18183921	0.084196426	0.15864311	0.0466285
0.01743738	0.025124362	0.030292276	0.06979746	-0.009580957	-0.004520098	0.0025602134	0.0030371335	-0.014559142	-0.01891549	-0.0023811408	0.05997499	0.040902123	0.029203052	0.010767129	-0.007549678
0.061051987	-0.004872375	0.032923993	-0.048298128	0.067404725	-0.008750543	-0.022221684	-0.0053397007	-0.060207617	0.06640846	0.005679647	-0.033646386	-0.021110537	-0.051539123	0.022121646	0.016517194
-0.16113213	-0.057673384	0.16058885	0.09471483	0.15401126	0.12565288	0.021741055	-0.06906903	-0.16856934	0.07831754	0.15988259	-0.0051032943	0.14351726	0.15576416	0.19378649	0.08656565
-0.10701941	0.03799793	-0.062882334	0.05188203	-0.050014544	-0.07850351	-0.05514878	-0.017716076	-0.06195963	-0.04335283	0.012452324	0.008108138	-0.010253606	-0.026647044	0.07451351	-0.0029945162
-0.14782578	-0.12211876	0.0565961	0.101986594	0.10241036	0.112230964	0.081277624	0.005157506	-0.06971796	0.07995418	0.1358659	0.037618447	0.10619678	0.16338423	0.030561974	0.049270805
0.014891023	0.010898166	0.06305271	0.0329653	0.014513059	-0.014635996	0.011991505	-0.047405437	0.004115785	-0.043669935	-0.06559727	0.07112401	-0.0071697477	0.017100073	-0.08926526	0.04977831
-0.021274654	-0.044798836	0.157733	0.21052195	0.0727892	0.11068898	0.082401626	-0.13819687	-0.25462234	0.07735443	0.11017505	0.022970296	0.19902281	0.22623217	0.20065953	0.04919922
-0.004600449	-0.07180644	0.022199543	0.1080696	-0.106593624	-0.10614337	-0.01815961	-0.012123207	0.13717096	-0.007900709	-0.054200716	0.06606694	-0.06361432	0.02507898	-0.1239469	0.008600992
-0.17207293	-0.085946746	0.13930549	0.04876393	0.062102385	0.0742557	0.15373455	-0.0237143	0.10185855	0.10275463	0.15554212	0.043203726	0.093487576	0.14218333	-0.019783193	0.12684055
0.1524479	0.12809868	-0.05842256	-0.11689046	-0.18160433	-0.16485961	-0.042390484	-0.040985666	0.05361002	-0.07210435	-0.10588824	-0.22561964	-0.2075291	-0.14256746	-0.1269915	-0.09171912
-0.015366988	-0.013500145	-0.0083020525	-0.024168676	0.009056779	0.05411723	0.16180584	-0.011390868	-0.024642462	-0.018121282	0.026028348	-0.06841514	0.039014332	0.0067182123	-0.030621149	-0.020175848
0.00506503	0.028225461	0.030414514	-0.011341601	0.002173188	0.03178672	0.031404685	-0.03716984	-0.06880461	0.048931606	-0.009419234	0.0045516887	0.044941645	0.042992298	0.08072007	-0.04058958
0.077081926	-0.017010475	0.053941388	0.016601691	-0.07084567	-0.05984689	0.16260993	0.042807445	0.0911597	-0.04055617	-0.030155385	0.09471305	0.00029694036	-0.018177701	-0.08130246	0.002539173
-0.044010095	-0.054619156	-0.01741133	0.034184687	0.06871194	0.09161433	0.061783	-0.10879813	-0.030655576	-0.03257738	0.01643184	-0.0060869437	0.035752725	0.008256003	-0.0018854234	-0.05739007
0.018296007	0.035312258	0.044728566	-0.030317275	-0.06178557	-0.031103512	-0.065166384	-0.056757394	-0.056803513	-0.024620095	-0.0057732863	0.012378864	-0.069691725	-0.071375	0.004659747	-0.0064176256
-0.01966266	0.11198147	0.04284969	-0.0047790795	0.08654265	0.074196525	0.09351731	0.2518574	-0.26598063	-0.0017715166	0.09115863	-0.091870986	0.1264705	0.11734337	0.27534702	-0.07784537
-0.018965753	-0.09082152	0.002080332	0.022392683	0.07102652	-0.0008951318	0.005505825	0.067014426	-0.03632585	0.04635187	0.0100576775	0.058140714	0.022792583	0.05270169	0.082061894	0.05248792
0.011654602	0.06725284	0.071734644	-0.078357354	-0.016377416	0.055124026	0.0221212	-0.0037697502	-0.09575671	0.011517059	0.03785135	-0.078659706	0.033834174	-0.023204383	0.047126845	0.033240538
-0.017220324	0.087745756	0.0042444617	-0.11515732	0.020900521	-0.027784096	-0.028402124	0.06373489	0.032595124	-0.034237947	-0.011780555	0.035047617	-0.016885214	-0.08398197	-0.041351166	0.0154197095
0.029005207	-0.012959478	0.092724666	-0.012601666	-0.032536015	-0.04827936	0.02997566	0.015893975	0.09006006	0.029219411	-0.061715446	0.0014471707	-0.029518683	0.014063845	-0.07510984	0.0026661356
-0.10873464	-0.08875201	-0.004721481	-0.04863836	0.07412346	0.08076102	-0.07599266	-0.051437862	0.0323351	0.07232316	0.07205113	0.02155481	0.026874699	0.07135924	-0.101931654	0.024351649
